Make,Model,Year,Pros
Mercedes-Benz,Mercedes-AMG GLC,2019,Get Kelley Blue Book® Pricing
Mercedes-Benz,Mercedes-AMG GLC,2018,"If you like the looks and utility of the standard Mercedes-Benz GLC300 but crave more power, these AMG models are just what you need. The GLC43 offers AMG-style performance for less money, while the GLC63 bumps up the performance quotient even more with its hand-assembled twin-turbo 4.0-liter V8."
Mercedes-Benz,Mercedes-AMG GLC,2017,"If you’re looking for a sleek modern midsize-luxury SUV, but can’t sacrifice function for form, the 2017 MB GLC-Class may be exactly what you’ve been looking for. Mercedes-Benz’s best safety features are all here, as is its reputation for strong resale and reliability."
Mercedes-Benz,Mercedes-AMG GLC Coupe,2019,"The 2019 Mercedes-AMG GLC family offers scintillating performance in three flavors that range from spicy to four-alarm. Adept handling, menacing good looks and ridiculously wide tires are the hallmarks of these vehicles, yet the large interior and rear hatch also provide some measure of utility."
Mercedes-Benz,Mercedes-AMG GLC Coupe,2018,"The 2018 Mercedes-AMG GLC Coupe family offers sharp driving dynamics, three different powerful engines, and a lot of fun to back up the GLC Coupe's sporty styling. It also adds in just enough utility to keep the ""U"" in SUV."
Mercedes-Benz,Mercedes-AMG GLC Coupe,2017,"If you want an SUV with sharp driving dynamics, excellent power, great steering and just enough utility to earn that ""U,"" then the Mercedes-AMG GLC43 Coupe should suit you nicely."
Mercedes-Benz,Mercedes-AMG GLE,2019,"If your taste for luxury and comfort rivals your need for speed, the 2019 Mercedes-AMG GLE triplets have your name written all over them. The GLE’s interior is roomy enough for the family, but what’s under the hood is just for you."
Mercedes-Benz,Mercedes-AMG GLE,2018,"If you want a Mercedes GLE with more power, better handling and a higher degree of exclusivity, the trio of AMG GLE models beckons. Because they are based on the standard model, these performance versions of Mercedes' 2-row/5-passenger SUV also tend to be sleepers."
Mercedes-Benz,Mercedes-AMG GLE,2017,"The 2017 Mercedes-Benz GLE-Class remains a cut above its competition in sophistication and luxury, making it an excellent choice for anybody wanting a capable, comfortable and confident 2-row luxury SUV. A starting price just over $50,000 makes it surprisingly attainable as well."
Mercedes-Benz,Mercedes-AMG GLE,2016,"If you desire a capable, comfortable and confident 2-row SUV from an automaker whose very name is synonymous with luxury, the 
Mercedes-Benz GLE is an excellent choice. Its diverse lineup and price range of just over $50,000 to more than twice that add to its desirability and level of attainability."
Mercedes-Benz,Mercedes-AMG GLE Coupe,2019,"In the 2019 Mercedes-AMG GLE Coupe, you’ll find a vehicle that is part workhorse, part racehorse and 100-percent thoroughbred. The GLE Coupe offers an air of exclusivity, but it’s also a very livable daily driver that just happens to have an evil side. Don’t let the “coupe” designation scare you as this 4-door SUV has plenty of room for friends and family."
Mercedes-Benz,Mercedes-AMG GLE Coupe,2018,"The new 2018 Mercedes-AMG GLE Coupe is 50-percent SUV, 50-percent high-performance sports sedan and 100-percent cool. If you’re looking for something different and exclusive and powerful and fun, something that combines a 4-door coupe body style, an SUV chassis and AMG thrust and handling, you’ll like the new GLE Coupe. "
Mercedes-Benz,Mercedes-AMG GLE Coupe,2017,"The Mercedes-AMG GLE Coupe offers some of the characteristics of an SUV -- all-wheel drive, improved cargo capacity, and a taller ride height -- with the design and performance of a luxury sport sedan. If that sounds like you, take a look."
Mercedes-Benz,Mercedes-AMG GLE Coupe,2016,"If you want the characteristics of an SUV – all-wheel drive, taller ride height and improved cargo capacity – blended with the design cues and performance attributes of a luxury-sports sedan, the Mercedes GLE Coupe is worth a look."
Mercedes-Benz,Mercedes-AMG GLS,2019,"If you’re looking for a luxury SUV big enough for the family, yet still capable of satisfying your need for speed, the 2019 Mercedes-AMG GLS63 is up to task. The AMG nameplate is sure to impress, as are the 63’s standard luxury, safety and performance features."
Mercedes-Benz,Mercedes-AMG GLS,2018,"If you need to carry yourself and six others to point B quickly, this may be the perfect ride. Beyond that, the GLS63 offers excellent luxury, premium standard features, and a price tag high enough to keep you from seeing yourself coming and going everywhere."
Mercedes-Benz,Mercedes-AMG GLS,2017,"If you need to tow 7,500 pounds and want 7-passenger capacity in a luxury SUV that doesn't share its underpinnings with a lower-end brand model -- looking at you, Cadillac Escalade and Lexus LX -- then the Mercedes-Benz GLS-Class is a compelling choice."
Mercedes-Benz,Mercedes-AMG SL,2019,"If you appreciate the history of the Mercedes-Benz SL, the AMG-built SL63 should be at the top of your list. We love how the retracting 2-piece hardtop transforms the SL from a secure coupe into an open convertible."
Mercedes-Benz,Mercedes-AMG SL,2018,"If you feel the SL is the quintessential Mercedes, these powerful AMG-built versions should be at the top of your list. Even if you don’t fall in love with all the power, you’ll be smitten by the retracting 2-piece hardtop, which transforms these SLs from secure coupes into open convertibles."
Mercedes-Benz,Mercedes-AMG SL,2017,"Speed, luxury and style are backed by six decades of excellence and international prestige. This sixth generation of the iconic SL is all that and more. More than a car, the SL is a statement of success that coddles its occupants with amenities like massaging seats and neck heaters."
Mercedes-Benz,Mercedes-AMG SL,2016,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Mercedes-AMG SLC,2019,"In the 2019 Mercedes-AMG SLC 43 roadster, you get the best of both worlds. With its hardtop up, it’s a lightning-fast coupe, and with the top down, a blistering rocket of a car that will obliterate your hairdo in under five seconds."
Mercedes-Benz,Mercedes-AMG SLC,2018,"The Mercedes-AMG SLC43 is like the Goldilocks of luxury convertibles: Its retractable hardtop lets you have both a coupe and a roadster, while its upgraded V6 engine enables sports-car performance and blistering acceleration over the standard, 4-cylinder Mercedes SLC."
Mercedes-Benz,Mercedes-AMG SLC,2017,"Whether you're looking for a hardtop coupe or a luxury roadster, the 2017 SLC has you covered, with the premium driving experience and looks you expect from Mercedes-Benz. If you're looking for something more akin to a sports-car experience, the new SLC43 delivers."
Mercedes-Benz,SL,2019,"Relaxed cruising is preferable to taut apex-clipping. In other words, despite having a 2-seater car with decent power and maybe an optional adaptive suspension, you’d sooner leave the extreme cornering exploits to those with stiffly sprung sports cars. It’s a mature approach."
Mercedes-Benz,SL,2018,"If power and prestige are as important to you as comfort and luxurious accouterments, they all converge in the 2018 Mercedes SL. Equally beneficial is a retracting hardtop roof that morphs the SL from secure coupe to wind-in-your-hair convertible. Even higher-power Mercedes-AMG models are available (and reviewed separately)."
Mercedes-Benz,SL,2017,"Speed, luxury and style are backed by six decades of excellence and international prestige. This sixth generation of the iconic SL is all that and more. More than a car, the SL is a statement of success that coddles its occupants with amenities like massaging seats and neck heaters."
Mercedes-Benz,SL,2016,"With a lineage dating back six decades to the 300SL, the 2016 Mercedes-Benz SL grants instant access to an iconic automobile. Unlike its race-bred ancestors, this 6th-generation SL coddles with amenities like massaging seats, neck heaters and technology that does everything from integrate with phone apps to automatically stop the car."
Mercedes-Benz,SLC,2019,"The Mercedes-Benz SLC300 for 2019 may not have the newest gadgets or design, but it is a solid, reliable 2-seat roadster offering abundant power and luxury plus the security of a retractable hardtop. Those seeking a more performance-oriented ride might consider the Mercedes-AMG SLC43, which is reviewed separately."
Mercedes-Benz,SLC,2018,"The 2018 Mercedes-Benz SLC300 is among the few remaining convertibles that tout a retractable hardtop for better insulation and security. It’s quick and nimble yet still comfortable. A more powerful version is available in the 2018 Mercedes-AMG SLC 43, reviewed separately."
Mercedes-Benz,SLC,2017,"Whether you're looking for a hardtop coupe or a luxury roadster, the 2017 SLC has you covered, with the premium driving experience and looks you expect from Mercedes-Benz. If you're looking for something more akin to a sports-car experience, the new SLC43 delivers."
Mercedes-Benz,Metris Cargo,2019,"Because it’s a rear-drive van, Mercedes-Benz’s Metris van for 2019 is a more capable hauler, with higher towing and payload ratings than its smaller, front-drive competitors. From its turbocharged 4-cylinder engine to its range of driver assists, the Metris is a very capable van at a modest price."
Mercedes-Benz,Metris Cargo,2018,"Driven by its rear wheels, the 2018 Mercedes-Benz Metris can haul and tow more weight than its front-drive rivals. Yet, despite it larger size and abilities, the Metris is miserly with fuel. It also offers crucial driver aids that fill in blind spots and can even assist with parallel parking."
Mercedes-Benz,Metris Cargo,2017,"The Metris is a rear-wheel-drive truck in a field of front-wheel-drive competition, and it has the towing and hauling capacity to match. It's also fuel-efficient and offers a bevy of driver-assist features like blind-spot monitoring and parallel-parking assist."
Mercedes-Benz,Metris Cargo,2016,"If you've been waiting for a smaller rear-wheel-drive van for commercial or fleet purposes that also boasts an efficient engine, driver-assistance features like blind-spot monitoring and parallel parking assist – not to mention the Mercedes-Benz name – your patience will be rewarded in the Metris."
Mercedes-Benz,Metris Passenger,2019,"Because it’s a rear-drive van, Mercedes-Benz’s Metris van for 2019 is a more capable hauler, with higher towing and payload ratings than its smaller, front-drive competitors. From its turbocharged 4-cylinder engine to its range of driver assists, the Metris is a very capable van at a modest price."
Mercedes-Benz,Metris Passenger,2018,"Driven by its rear wheels, the 2018 Mercedes-Benz Metris can haul and tow more weight than its front-drive rivals. Yet, despite it larger size and abilities, the Metris is miserly with fuel. It also offers crucial driver aids that fill in blind spots and can even assist with parallel parking."
Mercedes-Benz,Metris Passenger,2017,"The Metris is a rear-wheel-drive truck in a field of front-wheel-drive competition, and it has the towing and hauling capacity to match. It's also fuel-efficient and offers a bevy of driver-assist features like blind-spot monitoring and parallel-parking assist."
Mercedes-Benz,Metris Passenger,2016,"If you've been waiting for a smaller rear-wheel-drive van for commercial or fleet purposes that also boasts an efficient engine, driver-assistance features like blind-spot monitoring and parallel parking assist – not to mention the Mercedes-Benz name – your patience will be rewarded in the Metris."
Mercedes-Benz,Metris WORKER Cargo,2018,Get Kelley Blue Book® Pricing
Mercedes-Benz,Metris WORKER Cargo,2017,"The Metris is a rear-wheel-drive truck in a field of front-wheel-drive competition, and it has the towing and hauling capacity to match. It's also fuel-efficient and offers a bevy of driver-assist features like blind-spot monitoring and parallel-parking assist."
Mercedes-Benz,Metris WORKER Passenger,2018,Get Kelley Blue Book® Pricing
Mercedes-Benz,Metris WORKER Passenger,2017,"The Metris is a rear-wheel-drive truck in a field of front-wheel-drive competition, and it has the towing and hauling capacity to match. It's also fuel-efficient and offers a bevy of driver-assist features like blind-spot monitoring and parallel-parking assist."
Mercedes-Benz,Sprinter 2500 Cargo,2019,"A box is the best shape for carrying cargo or people, and the Sprinter carries out its mission with expected Mercedes-Benz quality and style. Cargo Van or Passenger Van, gas engine or diesel, the Sprinter delivers."
Mercedes-Benz,Sprinter 2500 Cargo,2018,"Whether you’re looking for a solid workhorse to carry cargo or people, or a blank slate upon which to build the ultimate RV, the 2018 Mercedes-Benz Sprinter line has a vehicle that will accomplish the mission. With its 20,000-mile service interval, the diesel V6 raises productivity by limiting downtime."
Mercedes-Benz,Sprinter 2500 Cargo,2017,"If you’re looking for a dependable fleet workhorse offering numerous configuration choices, a solid reputation, efficient diesel engines and a 20,000-mile service interval, the 2017 Mercedes-Benz Sprinter van awaits. A low-priced Worker van and choice of two diesel engines plus 4-wheel drive further add to the Sprinter’s appeal."
Mercedes-Benz,Sprinter 2500 Cargo,2016,"The Sprinter line of commercial vans shines with their stout but efficient diesel engines, available 4WD, 20,000-mile service intervals, and the sheer level of service and prestige that comes with a Mercedes-Benz. If you want a commercial hauler with premium appeal, this is it."
Mercedes-Benz,Sprinter 2500 Cargo,2015,"Those whose jobs require spending the entire workday with a vehicle will appreciate the Mercedes Sprinter van’s comfortable driving environment, as well as its super-sized carrying capacity."
Mercedes-Benz,Sprinter 2500 Cargo,2014,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Cargo,2013,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Cargo,2012,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Cargo,2011,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Crew,2018,"Whether you’re looking for a solid workhorse to carry cargo or people, or a blank slate upon which to build the ultimate RV, the 2018 Mercedes-Benz Sprinter line has a vehicle that will accomplish the mission. With its 20,000-mile service interval, the diesel V6 raises productivity by limiting downtime."
Mercedes-Benz,Sprinter 2500 Crew,2017,"If you’re looking for a dependable fleet workhorse offering numerous configuration choices, a solid reputation, efficient diesel engines and a 20,000-mile service interval, the 2017 Mercedes-Benz Sprinter van awaits. A low-priced Worker van and choice of two diesel engines plus 4-wheel drive further add to the Sprinter’s appeal."
Mercedes-Benz,Sprinter 2500 Crew,2016,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Crew,2015,"Those whose jobs require spending the entire workday with a vehicle will appreciate the Mercedes Sprinter van’s comfortable driving environment, as well as its super-sized carrying capacity."
Mercedes-Benz,Sprinter 2500 Crew,2014,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Crew,2013,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Crew,2012,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Crew,2011,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Passenger,2018,"Whether you’re looking for a solid workhorse to carry cargo or people, or a blank slate upon which to build the ultimate RV, the 2018 Mercedes-Benz Sprinter line has a vehicle that will accomplish the mission. With its 20,000-mile service interval, the diesel V6 raises productivity by limiting downtime."
Mercedes-Benz,Sprinter 2500 Passenger,2017,"If you’re looking for a dependable fleet workhorse offering numerous configuration choices, a solid reputation, efficient diesel engines and a 20,000-mile service interval, the 2017 Mercedes-Benz Sprinter van awaits. A low-priced Worker van and choice of two diesel engines plus 4-wheel drive further add to the Sprinter’s appeal."
Mercedes-Benz,Sprinter 2500 Passenger,2016,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Passenger,2015,"Those whose jobs require spending the entire workday with a vehicle will appreciate the Mercedes Sprinter van’s comfortable driving environment, as well as its super-sized carrying capacity."
Mercedes-Benz,Sprinter 2500 Passenger,2014,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Passenger,2013,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Passenger,2012,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 2500 Passenger,2011,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 3500 Cargo,2018,"Whether you’re looking for a solid workhorse to carry cargo or people, or a blank slate upon which to build the ultimate RV, the 2018 Mercedes-Benz Sprinter line has a vehicle that will accomplish the mission. With its 20,000-mile service interval, the diesel V6 raises productivity by limiting downtime."
Mercedes-Benz,Sprinter 3500 Cargo,2017,"If you’re looking for a dependable fleet workhorse offering numerous configuration choices, a solid reputation, efficient diesel engines and a 20,000-mile service interval, the 2017 Mercedes-Benz Sprinter van awaits. A low-priced Worker van and choice of two diesel engines plus 4-wheel drive further add to the Sprinter’s appeal."
Mercedes-Benz,Sprinter 3500 Cargo,2016,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 3500 Cargo,2015,"Those whose jobs require spending the entire workday with a vehicle will appreciate the Mercedes Sprinter van’s comfortable driving environment, as well as its super-sized carrying capacity."
Mercedes-Benz,Sprinter 3500 Cargo,2014,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 3500 Cargo,2013,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 3500 Cargo,2012,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 3500 Cargo,2011,"See how style, options and other factors can impact pricing in your area."
Mercedes-Benz,Sprinter 3500 XD Cargo,2018,"Whether you’re looking for a solid workhorse to carry cargo or people, or a blank slate upon which to build the ultimate RV, the 2018 Mercedes-Benz Sprinter line has a vehicle that will accomplish the mission. With its 20,000-mile service interval, the diesel V6 raises productivity by limiting downtime."
Mercedes-Benz,Sprinter 3500 XD Cargo,2017,"If you’re looking for a dependable fleet workhorse offering numerous configuration choices, a solid reputation, efficient diesel engines and a 20,000-mile service interval, the 2017 Mercedes-Benz Sprinter van awaits. A low-priced Worker van and choice of two diesel engines plus 4-wheel drive further add to the Sprinter’s appeal."
Mercedes-Benz,Sprinter WORKER Cargo,2018,Get Kelley Blue Book® Pricing
Mercedes-Benz,Sprinter WORKER Cargo,2017,"If you’re looking for a dependable fleet workhorse offering numerous configuration choices, a solid reputation, efficient diesel engines and a 20,000-mile service interval, the 2017 Mercedes-Benz Sprinter van awaits. A low-priced Worker van and choice of two diesel engines plus 4-wheel drive further add to the Sprinter’s appeal."
Mercedes-Benz,GLC,2020,Get Kelley Blue Book® Pricing
Mercedes-Benz,GLC,2019,"If you want class, prestige and the option of all-wheel drive, this could be the Mercedes-Benz for you. The 2019 GLC300 has each of those virtues. We would expect nothing less from a company that has been building beautiful and phenomenally well-engineered cars for decades."
Mercedes-Benz,GLC,2018,"If you’re looking for a stylish midsize-luxury SUV with strong performance, a beautifully finished interior and all the features you’d expect in a Mercedes-Benz, then you’ll like the new 2018 GLC300."
Mercedes-Benz,GLC,2017,"If you’re looking for a sleek modern midsize-luxury SUV, but can’t sacrifice function for form, the 2017 MB GLC-Class may be exactly what you’ve been looking for. Mercedes-Benz’s best safety features are all here, as is its reputation for strong resale and reliability."
Mercedes-Benz,GLC,2016,"If you wanted something bigger than the GLK, and a little more Mercedes-like in feel, then your patience is rewarded with the 2016 GLC-Class. Alternatively, if you're just in the market for a nice-driving, good-looking, comfortable and nicely equipped midsize-luxury SUV, check it out."
Mercedes-Benz,GLE,2020,Get Kelley Blue Book® Pricing
Mercedes-Benz,GLE,2019,"If you want a 5-passenger midsize-luxury SUV that is luxurious yet strong and comes from a prestigious brand, the 2019 Mercedes-Benz GLE still packs the goods even in its final year before an all-new version arrives. The GLE also boasts a 7,200-pound tow rating that beats most rivals."
Mercedes-Benz,GLE,2018,"In addition to the luxurious amenities, safety features and technology you'd expect in a Mercedes-Benz, the GLE packs a few surprises, like the ability to tow up to 7,200 pounds. Another is the plug-in hybrid GLE's ability to travel up to 10 miles on battery power alone."
Mercedes-Benz,GLE,2017,"The 2017 Mercedes-Benz GLE-Class remains a cut above its competition in sophistication and luxury, making it an excellent choice for anybody wanting a capable, comfortable and confident 2-row luxury SUV. A starting price just over $50,000 makes it surprisingly attainable as well."
Mercedes-Benz,GLE,2016,"If you desire a capable, comfortable and confident 2-row SUV from an automaker whose very name is synonymous with luxury, the 
Mercedes-Benz GLE is an excellent choice. Its diverse lineup and price range of just over $50,000 to more than twice that add to its desirability and level of attainability."
MINI,Clubman,2019,Get Kelley Blue Book® Pricing
MINI,Clubman,2018,"The idea of a Mini -- with its entertaining chassis and inimitable style -- has great appeal, but you also need sufficient space for kids, kin, kits and/or caboodles. Not that the 2018 Clubman is minivan-sized, but it does bring an appreciable amount of practicality to complement its cornering talents."
MINI,Clubman,2017,"If you like the idea of a Mini but need extra room for passengers or gear, check out the 2017 Mini Cooper Clubman. This year's availability of Mini's ALL4 all-wheel-drive system will be attractive to drivers in cold-weather states."
MINI,Clubman,2016,"If you like the idea of a Mini, but have needed something bigger or more refined, then the 2016 Mini Cooper Clubman may just be the ticket. It's still available with the distinctive styling and broad customization associated with the brand, but in a notably larger and more comfortable package."
MINI,Clubman,2014,"If you want a car that feels like a go-kart, you’ll love the Mini. Aside from their smile-inducing driving manners, Minis are fuel-efficient, a snap to park and highly customizable. The Cooper Convertible adds atmosphere (literally) to the mix, while the Clubman adds space that actually makes the two rear seats livable."
MINI,Clubman,2013,"If you want a car that feels more like an adult-sized go-kart, you’ll love the Mini. These tidy 4-passenger vehicles are also effortlessly stylish inside and out, and offer high fuel economy. The Clubvan deletes the rear seat and replaces it with a level floor and an aluminum mesh divider."
MINI,Clubman,2012,"See how style, options and other factors can impact pricing in your area."
MINI,Clubman,2011,"Perhaps you're partial to the Mini Cooper's styling and its promise of precise handling, yet the lack of interior room is a deal-breaker. For buyers like you, Mini offers the more spacious 2011 Cooper Clubman."
MINI,Clubman,2010,"See how style, options and other factors can impact pricing in your area."
MINI,Clubman,2009,"See how style, options and other factors can impact pricing in your area."
MINI,Clubman,2008,"See how style, options and other factors can impact pricing in your area."
MINI,Hardtop 4 Door,2019,"If you’re an Anglophile and can’t afford, say, a Jaguar or a Range Rover, the 2019 Mini Hardtop is a charming choice, as English as Harrod’s and as agile around town as the Artful Dodger. The new Mini is affordable, too; the 2-door Hardtop starts at $22,750, the 4-door Hardtop, at $23,750. The 2019 Mini Convertible starts at $27,750. (All prices include a destination charge of $850.)"
MINI,Hardtop 4 Door,2018,"The 2018 Mini Hardtop makes it easy and fun to stand out from the crowd. Offering tons of charm at a price starting at about $22,500, the Mini Cooper is already cleverly packaged and cool. The equally enjoyable Convertible is one of the least expensive ways to enjoy open-air motoring."
MINI,Hardtop 4 Door,2017,"If you're looking for an easy and fun-to-drive hatchback that stands out from the crowd, the 2017 Mini Hardtop brings loads of charm at a price starting under $22,000. The Mini Convertible model boasts its own charm and a snazzy way of keeping the roof partially or fully open."
MINI,Hardtop 4 Door,2016,"The 2016 Mini Cooper Hardtop and Convertible offer a zillion customization options and a fun-to-drive feel in a car that's still small enough to be fuel efficient and practical around town. The 4-door model was added last year, giving Mini Cooper buyers the option of a usable rear seat."
MINI,Hardtop 4 Door,2015,"The 2015 Mini Cooper Hardtop is a great pick if you want a premium-feeling car that's fun to drive, looks cool and offers a zillion different customization options. The 4-door offers a usable back seat, and all Mini Coopers are fuel-efficient and easy to park."
MINI,Countryman,2019,"If you love Minis but would prefer one that’s scaled up by, say, 10 percent, consider the 2019 Countryman. It has all the style and driving enjoyment of the standard Mini, but in a larger package that’s perfect for a small family on the go. The retro-themed interior impresses, as do the sporty John Cooper Works package and available ALL4 all-wheel drive."
MINI,Countryman,2018,"The 2018 Mini Countryman delivers Mini style, comfort and driving enjoyment in a larger package that is more amenable to the needs of families on the go. The upscale interior and amenities will impress, as will options such as the John Cooper Works package and available all-wheel drive."
MINI,Countryman,2017,"The cheery 2017 Countryman offers an engaging drive and modern-retro Mini style. It's near-lux, with a roomy, refined interior and upscale amenities. It's sporty, soon available with the feisty John Cooper Works trim, and one of very few SUVs offered with a manual transmission. And there are oodles of customization options."
MINI,Countryman,2016,"If you want the looks, premium appeal and frisky attitude of a Mini in a larger package, the 5-passenger Countryman could be the ticket. The 2016 Countryman is also available with AWD, which provides extra traction in inclement weather and light off-roading."
MINI,Countryman,2015,"If you love the looks, feistiness and premium appeal of a Mini but require a vehicle that can adequately carry people and gear, the Countryman may be the Mini you've been waiting for. The Countryman is also available with AWD, helpful for traction in inclement weather and light off-roading."
MINI,Countryman,2014,"You buy a Mini for the distinctive style, engaging personality and driving pleasure. Want a Mini but need more room? Take a look at the 4-door SUV Countryman or the 2-door sporty Paceman and consider joining the growing numbers of fun-loving Mini owners."
MINI,Countryman,2013,"If you want the go-kart driving dynamics that Minis offer but need everyday practicality to haul people and cargo, the Countryman could be your happy medium to happy motoring."
MINI,Countryman,2012,"If you have always wanted a Mini but your daily driving responsibilities require a more practical vehicle, the 2012 Countryman's four doors, rear liftgate and 41.3 cubic feet of cargo space might be the answer you were looking for."
MINI,Countryman,2011,"If you've always been infatuated by Mini's unique styling, but wished they offered something bigger, the Countryman could be for you."
MINI,Hardtop 2 Door,2019,"If you’re an Anglophile and can’t afford, say, a Jaguar or a Range Rover, the 2019 Mini Hardtop is a charming choice, as English as Harrod’s and as agile around town as the Artful Dodger. The new Mini is affordable, too; the 2-door Hardtop starts at $22,750, the 4-door Hardtop, at $23,750. The 2019 Mini Convertible starts at $27,750. (All prices include a destination charge of $850.)"
MINI,Hardtop 2 Door,2018,"The 2018 Mini Hardtop makes it easy and fun to stand out from the crowd. Offering tons of charm at a price starting at about $22,500, the Mini Cooper is already cleverly packaged and cool. The equally enjoyable Convertible is one of the least expensive ways to enjoy open-air motoring."
MINI,Hardtop 2 Door,2017,"If you're looking for an easy and fun-to-drive hatchback that stands out from the crowd, the 2017 Mini Hardtop brings loads of charm at a price starting under $22,000. The Mini Convertible model boasts its own charm and a snazzy way of keeping the roof partially or fully open."
MINI,Hardtop 2 Door,2016,"The 2016 Mini Cooper Hardtop and Convertible offer a zillion customization options and a fun-to-drive feel in a car that's still small enough to be fuel efficient and practical around town. The 4-door model was added last year, giving Mini Cooper buyers the option of a usable rear seat."
MINI,Hardtop 2 Door,2015,"The 2015 Mini Cooper Hardtop is a great pick if you want a premium-feeling car that's fun to drive, looks cool and offers a zillion different customization options. The 4-door offers a usable back seat, and all Mini Coopers are fuel-efficient and easy to park."
MINI,Convertible,2019,"You've added your first car!As you save even more cars and classified listings, find them here for easy reference."
MINI,Convertible,2018,"The 2018 Mini Hardtop makes it easy and fun to stand out from the crowd. Offering tons of charm at a price starting at about $22,500, the Mini Cooper is already cleverly packaged and cool. The equally enjoyable Convertible is one of the least expensive ways to enjoy open-air motoring."
MINI,Convertible,2017,"If you're looking for an easy and fun-to-drive hatchback that stands out from the crowd, the 2017 Mini Hardtop brings loads of charm at a price starting under $22,000. The Mini Convertible model boasts its own charm and a snazzy way of keeping the roof partially or fully open."
MINI,Convertible,2016,"The 2016 Mini Cooper Hardtop and Convertible offer a zillion customization options and a fun-to-drive feel in a car that's still small enough to be fuel efficient and practical around town. The 4-door model was added last year, giving Mini Cooper buyers the option of a usable rear seat."
MINI,Convertible,2015,"If you want a relatively inexpensive convertible with a flexible top, seating for four people and a zippy, fun-to-drive attitude, this could just be the perfect car. Endless customization options mean you'll never need to see yourself coming and going in an identical Mini convertible."
Mitsubishi,Mirage G4,2019,"If you’re not worried about tepid acceleration and passing power, advanced safety equipment or the sedan’s fixed rear seatback, the 2019 Mitsubishi Mirage offers efficient, affordable transportation at a really good price."
Mitsubishi,Mirage G4,2018,"If you like the 2018 Mitsubishi Mirage’s styling and long warranty, and aren’t put off by its hard interior plastics, non-folding rear seat (G4 sedan) and 12.5-second zero-to-60-mph time, then by all means have it."
Mitsubishi,Mirage G4,2017,"If you absolutely must have a brand-new car, are seduced by the prospect of a decade-long warranty, and for some reason just don't want a Hyundai, this might be worth a look."
Mitsubishi,Eclipse Cross,2020,Get Kelley Blue Book® Pricing
Mitsubishi,Eclipse Cross,2019,"If you’re seeking a small-crossover SUV that stands apart from the crowd, the 2019 Mitsubishi Eclipse Cross will definitely get you noticed. Sophisticated tech, good fuel economy and a great standard warranty make the choice all the easier."
Mitsubishi,Eclipse Cross,2018,"Bold style, excellent warranty coverage and a better-than-some tech offering are three key strengths for the Eclipse Cross."
Mitsubishi,Outlander,2020,Get Kelley Blue Book® Pricing
Mitsubishi,Outlander,2019,"If you need a compact SUV that seats seven, the Outlander warrants your attention. Besides earning a Top Safety Pick+ safety rating from the Insurance Institute of Highway Safety, it offers a class-leading warranty and a respectable amount of safety and infotainment features. This Mitsu also is one of the few compact SUVs to offer a V6 and be available as a plug-in hybrid."
Mitsubishi,Outlander,2018,"Families looking for a small SUV that seats seven, has earned a Top Safety Pick+ safety rating from the Insurance Institute of Highway Safety, offers a class-leading warranty, a long list of safety and infotainment features and has a starting price under $25,000 will like the 2018 Mitsubishi Outlander. It’s also one of the few compact SUVs to still offer a V6, and the only one available as a plug-in hybrid electric vehicle (PHEV)."
Mitsubishi,Outlander,2017,"March to the beat of your own drum? A 2017 Mitsubishi Outlander is about as far from everyday as a 7-passenger SUV can get. With proven off-road credentials, a feature-rich cabin and a great warranty, there’s really very little to argue with."
Mitsubishi,Outlander,2016,"Want to take the road less traveled? The Outlander can be the ideal SUV for that. For those who want something that's unique, off-road capable and loaded with value, with a fantastic 10-year/100,000-mile warranty and a 3,500-pound towing capacity, this is a vehicle worth looking at."
Mitsubishi,Outlander,2015,"If you’re looking for a compact SUV with the ability to transport more than five passengers, venture off-road and offer a long list of cutting-edge audio and safety technology options, the 2015 Mitsubishi Outlander is worth considering. Mitsubishi’s 10-year/100,000-mile warranty should help seal the deal."
